Antibiótico,Microrganismo,sítio,Ano,periodo,n_amostra,n_sensivel,Sensibilidade
Cefepime,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Cefotaxima,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Ceftazidima,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Ceftriaxona,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Ciprofloxacina,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Ertapenem,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Gentamicina,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Imipenem,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Levofloxacim,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Meropenem,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Piperacilina/Tozobactan,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Smx-Tmp,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Tigeciclina,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Tobramicina,Klebsiella Spp,Hemocultura,2023,2º sem. de 2023,17,11,65.0
Amicacina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Ampicilina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Aztreonam,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Cefepime,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Cefotaxima,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Ceftazidima,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Ceftriaxona,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Ciprofloxacina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Ertapenem,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Gentamicina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Imipenem,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Levofloxacim,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Meropenem,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Piperacilina/Tozobactan,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Smx-Tmp,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Tigeciclina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Tobramicina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,11,65.0
Amicacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Aztreonam,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Cefepime,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Ceftazidima,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Ciprofloxacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Gentamicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Imipenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Levofloxacim,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Meropenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Tobramicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,2º sem. de 2023,11,10,91.0
Ampicilina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Ciprofloxacina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Gentamicina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Levofloxacim,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Linezolida,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Teicoplanina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Tigeciclina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Vancomicina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Ampicilina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Ciprofloxacina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Gentamicina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Levofloxacim,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Linezolida,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Teicoplanina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Tigeciclina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Vancomicina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Ampicilina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Ciprofloxacina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Gentamicina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Levofloxacim,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Linezolida,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Teicoplanina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Tigeciclina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Vancomicina,Enterococcus Spp,Hemocultura,2023,2º sem. de 2023,8,3,38.0
Smx-Tmp,Stenotrophomonas Maltophilia,Secreção Traqueal,2023,2º sem. de 2023,1,1,100.0
Amicacina,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Aztreonam,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Cefepime,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Cefotaxima,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Ceftazidima,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Ceftriaxona,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Ciprofloxacina,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Ertapenem,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Gentamicina,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Imipenem,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Levofloxacim,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Meropenem,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Piperacilina/Tozobactan,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Smx-Tmp,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Tigeciclina,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Tobramicina,Enterobacter Spp ,Secreção Traqueal,2023,2º sem. de 2023,16,11,69.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Amicacina,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Amoxicilina/Ac. Clavulânico,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Ampicilina,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Cefadroxil,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Cefazolina,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Ciprofloxacina,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Imipenem,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Linezolida,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Teicoplanina,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Vancomicina,Klebsiella Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,7,47.0
Smx-Tmp,Stenotrophomonas Maltophilia,Secreção Traqueal,2023,2º sem. de 2023,1,1,100.0
Amicacina,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Aztreonam,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Cefepime,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Ceftazidima,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Ciprofloxacina,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Gentamicina,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Imipenem,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Levofloxacim,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Meropenem,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Tobramicina,Pseudomonas Aeruginosa,Urocultura,2023,2º sem. de 2023,11,1,9.0
Amicacina,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Aztreonam,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Cefepime,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Ceftazidima,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Ciprofloxacina,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Gentamicina,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Imipenem,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Levofloxacim,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Meropenem,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Tobramicina,Pseudomonas Aeruginosa,Fragmento Não Osseo,2023,2º sem. de 2023,11,11,100.0
Amicacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Aztreonam,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Cefepime,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Ceftazidima,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Ceftazidime/Avbactam,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Ciprofloxacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Gentamicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Imipenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Levofloxacim,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Meropenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Polimixina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Tobramicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,13,1,8.0
Ampicilina,Streptococcus Viridans,Hemocultura,2023,1º sem. de 2023,8,5,62.0
Cefepime,Streptococcus Viridans,Hemocultura,2023,1º sem. de 2023,8,5,62.0
Clindamicina,Streptococcus Viridans,Hemocultura,2023,1º sem. de 2023,8,5,62.0
Linezolida,Streptococcus Viridans,Hemocultura,2023,1º sem. de 2023,8,5,62.0
Penicilina ,Streptococcus Viridans,Hemocultura,2023,1º sem. de 2023,8,5,62.0
Teicoplanina,Streptococcus Viridans,Hemocultura,2023,1º sem. de 2023,8,5,62.0
Tobramicina,Streptococcus Viridans,Hemocultura,2023,1º sem. de 2023,8,5,62.0
Vancomicina,Streptococcus Viridans,Hemocultura,2023,1º sem. de 2023,8,5,62.0
Amicacina,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Ampicilina,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Aztreonam,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Cefepime,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Cefotaxima,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Ceftazidima,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Ceftazidime/Avbactam,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Ceftriaxona,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Gentamicina,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Imipenem,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Levofloxacim,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Meropenem,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Piperacilina/Tozobactan,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Smx-Tmp,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Tigeciclina,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Tobramicina,Klebsiella Spp,Secreção Traqueal,2023,1º sem. de 2023,16,0,0.0
Amicacina,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ampicilina,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Aztreonam,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Cefepime,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Cefotaxima,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ceftazidima,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ceftazidime/Avbactam,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ceftriaxona,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ciprofloxacina,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ertapenem,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Gentamicina,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Imipenem,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Levofloxacim,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Meropenem,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Piperacilina/Tozobactan,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Smx-Tmp,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Tigeciclina,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Tobramicina,Klebsiella Pneumoniae,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Amicacina,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Aztreonam,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Cefepime,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Cefotaxima,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Ceftazidima,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Ceftriaxona,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Ciprofloxacina,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Ertapenem,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Gentamicina,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Imipenem,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Levofloxacim,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Meropenem,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Piperacilina/Tozobactan,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Smx-Tmp,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Tobramicina,Enterobacter Spp ,Urocultura,2023,2º sem. de 2023,15,10,67.0
Ampicilina,Enterococcus Spp,Urocultura,2023,2º sem. de 2023,8,8,100.0
Ciprofloxacina,Enterococcus Spp,Urocultura,2023,2º sem. de 2023,8,8,100.0
Gentamicina,Enterococcus Spp,Urocultura,2023,2º sem. de 2023,8,8,100.0
Linezolida,Enterococcus Spp,Urocultura,2023,2º sem. de 2023,8,8,100.0
Nitrofurantoina,Enterococcus Spp,Urocultura,2023,2º sem. de 2023,8,8,100.0
Teicoplanina,Enterococcus Spp,Urocultura,2023,2º sem. de 2023,8,8,100.0
Tetraciclinas,Enterococcus Spp,Urocultura,2023,2º sem. de 2023,8,8,100.0
Vancomicina,Enterococcus Spp,Urocultura,2023,2º sem. de 2023,8,8,100.0
Ampicilina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Cefadroxil,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Ceftaroline,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Ciprofloxacina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Clindamicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Eritromicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Linezolida,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Oxacilina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Penicilina ,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Rifampicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Smx-Tmp,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Teicoplanina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Tetraciclinas,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Tobramicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Vancomicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,9,60.0
Ampicilina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Ciprofloxacina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Estreptomicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Fosfomicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Gentamicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Levofloxacim,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Linezolida,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Nitrofurantoina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Penicilina ,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Tetraciclinas,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Vancomicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,11,5,45.0
Amicacina,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,12,5,42.0
Aztreonam,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,12,5,42.0
Cefepime,Pseudomonas Aeruginosa,Vigilancia,2023,1º sem. de 2023,12,5,42.0
